reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
59a25d10-1243-4567-b529-45c9246b54ac,Ayesha Nayla,https://play-lh.googleusercontent.com/a-/ALV-UjUuBcyx3loqvkYk6iDLjV91uUYIiFO33GQUhr0QdBOVx-LJn_C2,"Hi! really love what you do here, I just hope there is an option to turn off live video because it just makes the whole app really laggy and less navigable because of the pop ups. Another suggestion is to enable the option to be notified when an item is in stock again. Also, there has been too many duplicate products in which these sellers sets a much higher price for the same item and orders it from the original seller before shipping it (2 weeks ETA). This really dampens the experience.",5,126,3.24.17,4/29/2024 8:30,"Hi, thank you for the review and suggestions. Shopee is always improving its services so that Shopee users are more comfortable using the Shopee application. Keep watching the application and social media accounts, sis. have a nice day 😊^YS",4/29/2024 9:28
a3ea2de1-9651-49fd-99c0-299432a28410,seamsprettygood (Yuni),https://play-lh.googleusercontent.com/a/ACg8ocKjP9msYA_nFuDFqScz6Xrf53DJvNFU41aQtQwV4fH41odz-w=mo,"Changed my phone three times and it's interesting how the performance doesn't change. Still slow, lagging and heavily unresponsive. Wanna delete an item from your cart? Good luck, the page might freeze. Wanna put an item to your Favorite? Let's see, you might be unable to do that because the app suddenly stops. The app gets more crowded. The main menu is not THERE you have to click to ""Lihat Semua"" to see the category which is so weird? Do you want me to play games instead of shopping?",2,838,3.14.16,1/15/2024 22:36,"Hay, sorry for making you uncomfortable regarding the problems you are experiencing. If you have problems/questions regarding Shopee, I hope I can help you check further. Please contact us by providing a screenshot of the problem by Live Chat or DM Instagram to our Social Media @Shopee_id / @Shopeecare, admin, wait, stay care 🙏🏻^KH",1/15/2024 23:34
15f6ac5b-6de5-4c62-9145-eed96faf4100,Nishfa Azizah,https://play-lh.googleusercontent.com/a-/ALV-UjUBFH0DaRBbihDNP6kuUgXGbGA9T6uIm7J5q9CjZx6YD_voA14,"The app is so laggy, too heavy, it can take several seconds just to add an item to the cart. The SHOPEEFOOD SYSTEM IS REALLY BAD. If I can't get a driver, I have to reorder from scratch, wait for 15 mins until it's canceled, then reordering which takes a few minutes bcs the app is super heavy, while the store closes before I can reorder. VERY INEFFICIENT!!! This app has never been improved, but every time I order, the additional fees are increased up to 5k, very expensive. It's FRUSTATING!!",1,273,3.12.15,4/3/2024 11:37,,
3a6127d1-1819-4701-9bb9-f3f8e99b5b88,Resta Sukmana Wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjXJI2LGTcJ9ZjI7ClV9zeVtoZ4DplPqDzmkAIdAbPr3XysaYVYQ,"Been using shopee since mid 2021, and the problems I have are: there's a long delay when I want to put things to my wishlist, and also when selecting the variation, so i have to click it several times. Also, the integrated back button in my phone doesn't work quite often, so I have to use in-app back button on top left corner, which is very annoying to my fingers. Please fix those issues, regarding that you're one of the biggest e-commerce platform in Asia.",3,2231,2.84.07,3/2/2022 12:49,"sorry for the inconvenience, make sure the application is the latest version, clear the cache, the internet network is stable, try periodically. So that we can check further, can you detail your problem on Twitter @ShopeeID or ig @shopee_id, good night:) ^WN",3/2/2022 16:51
7ea0a5ea-5fa5-4d47-9dd7-43c3af91427f,Alief,https://play-lh.googleusercontent.com/a-/ALV-UjV05isBDmzO7WvNjnjFWyW00b4bw9GejPns0m49aHKffvlsdW4Z,"Shopee was my fav one-stop shopping app. I've been using it for years and now I'm a platinum member. After they changed the shipping option, I can't choose it beforehand. I must wait until the seller changed the order to packing. I'm not always on the app 24/7 n I always either forgotten to change it or missed it. Please revert the system like it used to be. Also the search isn't very good anymore. Too many ads, which forcing me to scroll down too many irerelevant items to get what I need.",1,259,,4/9/2021 3:37,"Hi Clara, thank you for the feedback. Shopee is committed to constantly enhancing our platform and services to ensure that the needs of all our users and partners are adequately met. Implementing this system will enable a more effective and efficient management of delivery volume for each service provider, which is aimed at benefiting our users.^CM",4/9/2021 4:31
74044e8a-3999-4fc1-af89-8db0eea303b3,muichirou's lover,https://play-lh.googleusercontent.com/a-/ALV-UjX1vREXFwYCSgaO3vCwnzLzg1XdzofxPHNTpjmE2TprxsqxEkHkAA,"disappointed on the performance of the app. even after so many updates, it still has not gotten any better. everything is so laggy, i wanted to click on an item or add one to my favorites and it just won't let me. i got frustrated after waiting for so long, so i just took a screenshot and closed the app, opened it and typed in the title manually. but of course that is so unpractical! please prioritize fixing your lags instead of adding more useless features. and no, its not because of my cache.",3,558,2.91.26,8/9/2022 16:21,"Hi Mrs., sorry for the problem. I suggest you can update the application to the latest version, make sure the network is stable and clear cache first. Then you can log out and log in again. You can try it periodically. If there are other problem, you can chat on DM DM IG @shopee_id . Stay healthy🙏^HQ",8/9/2022 17:02
f3d04d1c-9ed4-468b-b2b4-eb4af6b2d54a,Shafira Natasha,https://play-lh.googleusercontent.com/a-/ALV-UjX3eYwhyF041KBwi6Y_Qm6sPBvH2njyJWAVZ4OOY5iPyx1yeMti,"If I use it for, let's say, up to 7 minutes, it usually loads slower. Whenever I want to look at new products or open other functions, it loads slower and I can't move it even a bit. Usually I need to reopen it for it to function normally. Please fix this, I've tried to clear cache but nothing's fixed. My wifi connection is always good too.",3,1188,2.92.08,8/29/2022 0:29,"Yaah maaf banget kalau kamu masih belum nyaman. Yukk dicoba clear cache dulu. Pastiin jaringan kamu dalam keadaan stabil kak. Atau kamu bisa coba logout dan login kemudian coba berkala. Kalo masih gak bisa, yuk kirim pesan ke inbox Facebook ShopeeID atau DM kita di IG dan Twitter ya. Ditunggu :)^HS",1/20/2020 14:13
3e42a333-eff5-4fbb-9d33-1339bb6b9878,Fathiyah Rahma,https://play-lh.googleusercontent.com/a-/ALV-UjW9-kToGoPJDXfgIKzz_e8Y8HpP4RnUvzVITDwOJufMHW8e8_U,"my favorite online marketplace to shop from, but the service. is. so. poor. the flash sales are there and it keeps us shopping more and more just so it looks like it has a lot of promo but whoever holds the marketing position is very smart. the promos are getting smaller and smaller and it has a lot of terms not easy to understand for users. i certainly miss the old times where they weren't afraid to give free shipping to users and overall easier to use.",2,365,2.68.05,3/19/2021 14:11,"Hallo Kak Fathiyah Rahma , maaf atas ketidaknyamanannya. untuk keluhan kakak akan kami jadikan feedback agar pelayanan Shopee semakin lebih baik kedepannya agar semua pelanggan Shopee mendapatkan pelayanan yg memuaskan, untuk keluhan Kakak bisa infoin lebih lengkap melalui DM Sosial media Shopee. Sehat selalu 🙏^LD",3/20/2021 1:18
9b64a734-e732-477b-b69c-093e2d8a0d57,paulina imelda,https://play-lh.googleusercontent.com/a/ACg8ocJT0lZQ8dbO27J_pA5rniTZbNXBlufi7XXD8ztILBNeha0ENw=mo,"This is too much, I spend lots of time shopping on shopee, but nowadays its a worst experiences. The app took too long to open, and 90% of the time it closed automatically after a few seconds of opening this app. I tried to clear my cache, and uninstall-install it several times, but this issues keep happening again and again. So sick of this problems.",1,1052,2.81.21,12/28/2021 9:35,,
67c3cd7e-9f6b-4b9e-933c-531b51f87bb2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Super bad performace for android 8.1, I mean you were working super fine. Until Freeze, slow response for any input, missing thumbnail, slow loading, took me at least 5 second to move to another page, another picture or even back to the ptevious page. It led me to frustate while using this app. No, it's not because the cache that you told everyone about. Bad experience. Seems I'm not the only one which have the same problem tho. Made it to 1/5 cause I'm sick of this apps performance. Sayonara!!!",1,486,2.49.30,1/27/2020 19:43,"Sorry, it's already making u upset. I suggest u can restart the application after that, try logout & login again, pls try it regularly in 1x24 hours. Pls make sure u also use a stable network and use the latest version of the apps. Shopee will try to improve performance so that you can always love the best for you. Happy Shopee-ing :) ^ KN",1/27/2020 21:09
b7304683-8704-4d1b-b52d-b00726c7ed9d,Ela Luna,https://play-lh.googleusercontent.com/a-/ALV-UjX5wJS8yw76wAnL6mxw4uNaUgjMi22pA3Pbgz5K8f1JC04QMbID,"Lately, this app loves to stop responding. Clearing cache, clearing data, and relogin won't help. This is the only app on my phone that behaves like this. Sometimes, it also keeps reloading the page over and over even on a stable internet connection (I've checked other apps and there wasn't any problem). It happens on my other device as well. Very disappointing.",2,406,2.70.12,5/11/2021 22:53,,
7f074c34-8df2-431d-9956-a97d4c4e5742,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I enjoy shopping here. But please make the app better. The app is so slow, freeze when I scroll down too much. And I always face the difficulty to pay when I want to change address or payment method after check out. After I change the info, and I want to pay, the page is always going blank. I have to open on PC in order to be able to pay. It's kinda bothersome tbh.",3,1087,2.50.16,2/4/2020 12:20,,
17e08f3c-55aa-45e7-a33a-110c83187516,Derisha Aryawan,https://play-lh.googleusercontent.com/a-/ALV-UjWCJoodr-JD--RDgQRCXTmSfbklT3gv-1LIpx-dX2vPjPO3MSuTHg,"Bad user experience and customers support! Everytime there is an event the app keeps crashing and bugs happen all the time! I can't even check out my orders due to this error! Furthermore, coins from cashback sometimes takes forever to land and I always have to make a report. The report is also so slow, I don't have time to wait 3 working days! Shipping options are now so inconvenient for buyers. Please fix the app bugs and system before adding too many unnecessary stuff. From a gold member.",1,170,2.68.11,4/4/2021 14:02,,
